imagepath,imagepath_neg,caption,caption_neg
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004068@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004068@0.png,[Benign] Breast ultrasound image demonstrating the visualized structural context of the breast.,[no visible focal lesion] Breast ultrasound image demonstrating the visualized structural context of the breast.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004088@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004088@0.png,[Benign] Breast ultrasound image documenting visualized breast tissue background.,[sonographically negative] Breast ultrasound image documenting visualized breast tissue background.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004089@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004089@0.png,[Benign] Breast ultrasound image describing the sonographic appearance of breast parenchyma.,[intact] Breast ultrasound image describing the sonographic appearance of breast parenchyma.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004090@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004090@0.png,[Benign] Breast ultrasound image presenting background breast tissue within the imaging field.,[negative breast ultrasound] Breast ultrasound image presenting background breast tissue within the imaging field.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004091@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004091@0.png,[Benign] Breast ultrasound image documenting background parenchymal echotexture.,[radiologically unremarkable] Breast ultrasound image documenting background parenchymal echotexture.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004092@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004092@0.png,[Benign] Breast ultrasound image describing tissue composition of the visualized breast region.,[no discrete mass] Breast ultrasound image describing tissue composition of the visualized breast region.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004093@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004093@0.png,[Benign] Breast ultrasound image presenting the visualized breast parenchymal background.,[preserved] Breast ultrasound image presenting the visualized breast parenchymal background.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004094@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004094@0.png,[Benign] Breast ultrasound image documenting sonographic breast tissue context.,[unremarkable background breast tissue] Breast ultrasound image documenting sonographic breast tissue context.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004095@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004095@0.png,[Benign] Breast ultrasound image describing the background echogenic appearance of breast tissue.,[no suspicious focal finding] Breast ultrasound image describing the background echogenic appearance of breast tissue.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004096@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004096@0.png,[Benign] Breast ultrasound image presenting the tissue background of the breast scan.,[normal-appearing background breast tissue] Breast ultrasound image presenting the tissue background of the breast scan.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004097@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004097@0.png,[Benign] Breast ultrasound image documenting the visualized parenchymal tissue context.,[no visible focal lesion] Breast ultrasound image documenting the visualized parenchymal tissue context.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004098@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004098@0.png,[Benign] Breast ultrasound image describing background breast parenchyma in the field of view.,[no suspicious focal finding] Breast ultrasound image describing background breast parenchyma in the field of view.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004099@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004099@0.png,[Benign] Breast ultrasound image presenting the sonographic tissue appearance of the breast.,[no focal breast lesion] Breast ultrasound image presenting the sonographic tissue appearance of the breast.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004100@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004100@0.png,[Benign] Breast ultrasound image documenting breast tissue composition and background echotexture.,[normal-appearing background breast tissue] Breast ultrasound image documenting breast tissue composition and background echotexture.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004101@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004101@0.png,[Benign] Breast ultrasound image describing visualized breast tissue components without lesion-specific descriptors.,[unremarkable breast tissue appearance] Breast ultrasound image describing visualized breast tissue components without lesion-specific descriptors.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004103@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004103@0.png,[Benign] Breast ultrasound image presenting the background tissue context of the examined breast region.,[intact breast tissue appearance] Breast ultrasound image presenting the background tissue context of the examined breast region.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004107@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004107@0.png,[Benign] Breast ultrasound image documenting breast parenchymal appearance in the sonographic field.,[no discrete mass] Breast ultrasound image documenting breast parenchymal appearance in the sonographic field.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004108@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004108@0.png,[Benign] Breast ultrasound image describing the visualized tissue background outside lesion-specific characterization.,[normal breast tissue appearance] Breast ultrasound image describing the visualized tissue background outside lesion-specific characterization.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004110@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004110@0.png,[Benign] Breast ultrasound image presenting background parenchymal tissue for structured image description.,[normal-appearing visualized breast tissue] Breast ultrasound image presenting background parenchymal tissue for structured image description.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004112@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004112@0.png,[Benign] Breast ultrasound image documenting the sonographic background appearance of breast tissue.,[no focal sonographic abnormality] Breast ultrasound image documenting the sonographic background appearance of breast tissue.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004113@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004113@0.png,[Benign] Breast ultrasound image describing breast parenchyma and background tissue composition.,[preserved] Breast ultrasound image describing breast parenchyma and background tissue composition.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004118@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004118@0.png,[Benign] Breast ultrasound image demonstrating background echotexture and breast tissue composition.,[ultrasound-negative] Breast ultrasound image demonstrating background echotexture and breast tissue composition.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004120@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004120@0.png,[Benign] Breast ultrasound image showing the background echotexture of the visualized breast parenchyma.,[no discrete mass] Breast ultrasound image showing the background echotexture of the visualized breast parenchyma.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004122@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004122@0.png,[Benign] Breast ultrasound image demonstrating tissue composition within the visualized breast tissue.,[preserved parenchymal morphology] Breast ultrasound image demonstrating tissue composition within the visualized breast tissue.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004123@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004123@0.png,[Benign] Breast ultrasound image showing breast tissue background within the sonographic field of view.,[normal-appearing background breast tissue] Breast ultrasound image showing breast tissue background within the sonographic field of view.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004124@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004124@0.png,[Benign] Breast ultrasound image demonstrating the sonographic tissue pattern of the breast.,[ultrasound-negative] Breast ultrasound image demonstrating the sonographic tissue pattern of the breast.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004125@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004125@0.png,[Benign] Breast ultrasound image showing background breast parenchyma and tissue composition.,[no sonographic abnormality] Breast ultrasound image showing background breast parenchyma and tissue composition.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004127@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004127@0.png,[Benign] Breast ultrasound image demonstrating the background echogenic pattern of breast tissue.,[negative sonographic finding] Breast ultrasound image demonstrating the background echogenic pattern of breast tissue.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004128@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004128@0.png,[Benign] Breast ultrasound image showing the visualized breast tissue composition.,[unremarkable background breast tissue] Breast ultrasound image showing the visualized breast tissue composition.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004129@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004129@0.png,[Benign] Breast ultrasound image demonstrating background parenchymal echotexture.,[sonographically unremarkable] Breast ultrasound image demonstrating background parenchymal echotexture.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004130@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004130@0.png,[Benign] Breast ultrasound image showing breast tissue characteristics within the imaging field.,[normal background tissue appearance] Breast ultrasound image showing breast tissue characteristics within the imaging field.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004131@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004131@0.png,[Benign] Breast ultrasound image demonstrating the overall sonographic appearance of breast tissue.,[normal breast ultrasound appearance] Breast ultrasound image demonstrating the overall sonographic appearance of breast tissue.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004132@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004132@0.png,[Benign] Breast ultrasound image showing the background tissue context of the breast.,[no discrete mass] Breast ultrasound image showing the background tissue context of the breast.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004134@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004134@0.png,[Benign] Breast ultrasound image demonstrating breast parenchymal echotexture.,[unremarkable breast ultrasound] Breast ultrasound image demonstrating breast parenchymal echotexture.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004135@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004135@0.png,[Benign] Breast ultrasound image showing visualized parenchymal tissue composition.,[maintained] Breast ultrasound image showing visualized parenchymal tissue composition.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004144@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004144@0.png,[Benign] Breast ultrasound image demonstrating the background appearance of breast parenchyma.,[sonographically unremarkable] Breast ultrasound image demonstrating the background appearance of breast parenchyma.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004145@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004145@0.png,[Benign] Breast ultrasound image showing sonographic breast tissue background.,[preserved background tissue appearance] Breast ultrasound image showing sonographic breast tissue background.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004146@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004146@0.png,[Benign] Breast ultrasound image demonstrating the echotexture of visualized breast tissue.,[preserved background tissue appearance] Breast ultrasound image demonstrating the echotexture of visualized breast tissue.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004147@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004147@0.png,[Benign] Breast ultrasound image showing the tissue composition of the breast parenchyma.,[no suspicious focal finding] Breast ultrasound image showing the tissue composition of the breast parenchyma.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004148@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004148@0.png,[Benign] Breast ultrasound image demonstrating background breast tissue features.,[intact parenchymal architecture] Breast ultrasound image demonstrating background breast tissue features.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004149@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004149@0.png,[Benign] Breast ultrasound image showing the visualized breast parenchyma with assessable tissue composition.,[unremarkable sonographic appearance] Breast ultrasound image showing the visualized breast parenchyma with assessable tissue composition.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004150@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004150@0.png,[Benign] Breast ultrasound image showing breast parenchyma described by sonographic tissue appearance.,[normal breast tissue appearance] Breast ultrasound image showing breast parenchyma described by sonographic tissue appearance.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004151@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004151@0.png,[Benign] Breast ultrasound image demonstrating background parenchymal tissue in the ultrasound field.,[normal-appearing] Breast ultrasound image demonstrating background parenchymal tissue in the ultrasound field.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004153@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004153@0.png,[Benign] Breast ultrasound image showing the sonographic appearance of the visualized breast parenchyma.,[maintained] Breast ultrasound image showing the sonographic appearance of the visualized breast parenchyma.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004164@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004164@0.png,[Benign] Breast ultrasound image demonstrating breast tissue composition as part of the imaging background.,[sonographically unremarkable] Breast ultrasound image demonstrating breast tissue composition as part of the imaging background.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004165@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004165@0.png,[Benign] Breast ultrasound image showing background echotexture within the breast parenchyma.,[unremarkable background breast tissue] Breast ultrasound image showing background echotexture within the breast parenchyma.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004166@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004166@0.png,[Benign] Breast ultrasound image demonstrating parenchymal background tissue on ultrasound.,[maintained] Breast ultrasound image demonstrating parenchymal background tissue on ultrasound.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004169@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004169@0.png,[Benign] Breast ultrasound image showing the visualized background tissue of the breast.,[no suspicious sonographic finding] Breast ultrasound image showing the visualized background tissue of the breast.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004170@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004170@0.png,[Benign] Breast ultrasound image demonstrating the parenchymal echogenic pattern of breast tissue.,[maintained breast tissue appearance] Breast ultrasound image demonstrating the parenchymal echogenic pattern of breast tissue.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004171@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004171@0.png,[Benign] Breast ultrasound image showing the imaging background of the breast parenchyma.,[normal breast tissue appearance] Breast ultrasound image showing the imaging background of the breast parenchyma.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004172@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004172@0.png,[Benign] Breast ultrasound image demonstrating the ultrasound appearance of breast tissue composition.,[preserved breast tissue morphology] Breast ultrasound image demonstrating the ultrasound appearance of breast tissue composition.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004173@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004173@0.png,[Benign] Breast ultrasound image showing background breast tissue used for sonographic interpretation.,[sonographically unremarkable] Breast ultrasound image showing background breast tissue used for sonographic interpretation.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004185@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004185@0.png,[Benign] Breast ultrasound image demonstrating the visible parenchymal context of the breast.,[normal breast tissue appearance] Breast ultrasound image demonstrating the visible parenchymal context of the breast.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004186@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004186@0.png,[Benign] Breast ultrasound image showing sonographic texture of the breast parenchyma.,[sonographically unremarkable] Breast ultrasound image showing sonographic texture of the breast parenchyma.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004187@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004187@0.png,[Benign] Breast ultrasound image demonstrating the tissue background surrounding the imaging field.,[normal-appearing visualized breast tissue] Breast ultrasound image demonstrating the tissue background surrounding the imaging field.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004192@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004192@0.png,[Benign] Breast ultrasound image showing visualized breast tissue with parenchymal echotexture.,[unremarkable] Breast ultrasound image showing visualized breast tissue with parenchymal echotexture.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004195@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004195@0.png,[Benign] Breast ultrasound image demonstrating the background tissue pattern of the breast.,[no focal sonographic abnormality] Breast ultrasound image demonstrating the background tissue pattern of the breast.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004196@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004196@0.png,[Benign] Breast ultrasound image showing the sonographic breast parenchymal background.,[unremarkable background breast tissue] Breast ultrasound image showing the sonographic breast parenchymal background.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004197@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004197@0.png,[Benign] Breast ultrasound image demonstrating tissue composition in the visualized parenchymal region.,[no suspicious sonographic finding] Breast ultrasound image demonstrating tissue composition in the visualized parenchymal region.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004198@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004198@0.png,[Benign] Breast ultrasound image showing the background echogenic appearance of breast tissue.,[negative sonographic finding] Breast ultrasound image showing the background echogenic appearance of breast tissue.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004207@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004207@0.png,[Benign] Breast ultrasound image demonstrating breast parenchymal background and sonographic tissue appearance.,[negative] Breast ultrasound image demonstrating breast parenchymal background and sonographic tissue appearance.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004208@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004208@0.png,[Benign] Breast ultrasound image showing background echotexture as part of the breast tissue context.,[radiologically unremarkable] Breast ultrasound image showing background echotexture as part of the breast tissue context.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004209@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004209@0.png,[Benign] Breast ultrasound image demonstrating breast tissue composition within the background parenchyma.,[no focal sonographic abnormality] Breast ultrasound image demonstrating breast tissue composition within the background parenchyma.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004212@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004212@0.png,[Benign] Breast ultrasound image showing the background parenchymal echotexture of the breast.,[sonographically negative] Breast ultrasound image showing the background parenchymal echotexture of the breast.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004213@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004213@0.png,[Benign] Breast ultrasound image demonstrating sonographic tissue characteristics of the background breast parenchyma.,[preserved breast tissue appearance] Breast ultrasound image demonstrating sonographic tissue characteristics of the background breast parenchyma.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004214@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004214@0.png,[Benign] Breast ultrasound image showing background breast tissue with visible parenchymal texture.,[no suspicious breast lesion] Breast ultrasound image showing background breast tissue with visible parenchymal texture.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004216@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004216@0.png,[Benign] Breast ultrasound image demonstrating the tissue composition of the non-focal breast background.,[preserved parenchymal morphology] Breast ultrasound image demonstrating the tissue composition of the non-focal breast background.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/004217@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/004217@0.png,[Benign] Breast ultrasound image showing visualized breast parenchyma with background echogenic texture.,[normal breast ultrasound appearance] Breast ultrasound image showing visualized breast parenchyma with background echogenic texture.
